"looks to swing it away from middle stump, but it's full and down leg side"
"<b>trapped on the back leg, bang in front of off stump, and it's been given!</b> He has reviewed this. But it's out of desperation. I don't see him surviving this. Pitches at a length on middle stump, straightens as he plays inside the line. Goes past the outside edge and gets the back thigh...<b>there is no edge.</b> There isn't too much turn. <b>Pitched in line.</b> Impact, in-line. Wickets - <b>umpire's call.</b> He's gone. Pakistan need their bowlers to win this for them now."
"full at leg stump, tapped towards mid-on"
"short and wide outside off, no turn, skids through nicely as he punches it past the covers. <b>Brings up the hundred</b>"
"<b>awful ball</b>, short and wide outside off. Cut straight to point."
"<b>lbw appeal again, given not out.</b> Good length, arm ball, pitches on middle and angles down. He's trapped on the back foot. It was going down and after leaving Sri Lanka's fans praying for 15 seconds, they say no to the review"
"good length at off stump, defended into the off side"
exposes the leg stump and looks to sweep this length ball. Cops it on the front pad. Pitching outside
<b>leading edge</b> flies past silly point. He looks to close the face on this full ball on middle
"<b>shows leg stump, loses leg stump!</b> A pump of the fist from the old pro. He's got Hasan Ali. Walks across to the off side, looks to sweep again. Herath pushes this through a little and it skids low and smashes into the leg stump"
"full at off stump, tapped to mid-off"
"good length, in at off stump, defended on the front foot"
"full at off stump, gets an outside edge that zings past silly point"
"good length at off stump, stretches forward to defend. Gets it off the inside half"
"full at off stump, defended into the off side"
"good length at off stump, defended off the outside half"
"full at middle stump, pushed into the leg side off the inside half"
"good length at off stump, defended to silly point"
"full at leg stump, tapped to midwicket"
"good length at off stump, defended on the front foot"
"full at leg stump, puts a nervous foot forward and an entire nation holds its breath as the bat comes down very very late to defend this"
"good length at off stump, defended into the off side"
"<b>chops it off the outside edge</b> past slip. This was pushed through, back of a length and he manages to get a decent connection"
"full at leg stump, pushed into the leg side off the front foot"
"leg stump, dead-batted into the leg side"
"full outside off stump, leans into drive it to sweeper cover"
"good length outside off, defended into the off side"
"<b>arm ball.</b> Back of a length outside off stump, aimless poke at it away from the body. Beaten on the outside edge"
"back of a length, pushed through at middle stump. Goes deep in the crease and tucks it to fine leg"
"good length at off stump, solidly defended down the pitch"
"good length at off stump, defended down the pitch"
"<b>Dickwella is screaming in agony after taking this down leg side. Llong says not out.</b> But they've reviewed! Looks like a poor one. There was no sound, Dickwella was the only one appealing, and Ultra Edge shows nothing. <b>Sri Lanka are out of reviews</b> He was looking to push this on the front foot as it slid down leg."
"good length at leg stump, dabs it into the off side and takes off for a run without calling...or even looking....at Amir. Sent back"
"length at middle stump, defended on the front foot"
good length at leg stump. Pushes at it and gets an <b>inside edge</b> that rolls in front of Dilruwa Perera at short fine who picks it very late and gives away a run
"good length at off stump, defended into the off side"
"<b>ohhh</b> goes everyone as Amir wanders down the pitch. There's time to go before the ball lands. And he's moving leg side. The ball is drifting towards off. The margin is tiny here, but miraculously he manages to reach it with his hands and chip it over mid-off"
"full at middle stump, flicked to short midwicket"
"short one on middle stump, deep in the crease, misses on the flick shot"
"full at leg stump, forward, and pokes to midwicket"
"good length at off stump, pushed into the off side"
"good length at off stump, pushes forward and dead-bats it down the pitch"
"length at off stump, comfortably defended on the front foot"
"good length, drifting away from off stump. Stretches forward and follows with his hands to dab this past first lip"
"<b>bowled him!</b> What a ball! Oh this is stunning from Herath to pick up <b>ten wickets in the match</b> and it's his <b>100th against Pakistan.</b> Thirty-nine years and 197 days old. How many batsmen he might have done this to - draws him in outside off stump. Come here, he says, as he loops it wide. Amir takes the bait. Pushes forward and takes his time with it, because this is tossed right up. But this is Rangana. He gets it to dip. Well before Amir's stride is in. There's a gap between bat and pad. Herath has made a career out of it. Through his defence and hits the top of off"
